source_city,destination_city,km,fuel,toll
Beja,Pinhal Novo,114.42,5.73,3.36
Beja,Portalegre,149.64,21.54,3.6
Beja,Cartaxo,150.59,21.75,2.86
Beja,Porto de Mós,194.46,12.86,3.0
Beja,Pontinha,143.55,11.16,3.68
Beja,Mirandela,389.47,27.84,0.81
Beja,Vizela,375.85,39.66,4.43
Almeirim,Beja,147.88,8.42,1.56
Beja,Caniço,1010.68,58.34,0.13
Beja,São Mamede de Infesta,358.73,22.74,2.58
Beja,Fânzeres,354.62,50.66,4.71
Beja,Oliveira do Bairro,283.12,24.61,3.03
Beja,Lagoa,1556.79,82.89,2.59
Beja,Vale de Cambra,318.12,34.66,1.54
Beja,Vagos,290.72,23.45,0.06
Arcos de Valdevez,Beja,428.43,56.41,4.51
Arouca,Beja,325.16,40.74,3.7
Beja,Lordelo do Ouro,354.93,49.56,4.95
Beja,Salvaterra de Magos,138.4,12.21,4.91
Beja,Meixedo,436.16,26.61,4.21
Beja,Póvoa de Lanhoso,395.86,45.29,3.23
Beja,Machico,1000.48,85.9,0.62
Azambuja,Beja,145.88,10.26,4.98
Beja,Seia,267.39,39.37,2.94
Beja,São João da Madeira,324.96,40.19,1.3
Beja,Bougado,372.63,52.31,4.89
Beja,Cacém,151.53,12.81,1.83
Beja,Vialonga,142.96,9.8,0.48
Beja,Rio Maior,173.45,23.06,2.57
Beja,Belas,148.53,8.31,0.04
Beja,Praia da Vitória,1676.89,104.12,2.77
Beja,Laranjeira,133.13,13.49,1.95
Beja,Oliveira do Hospital,261.08,34.41,4.94
Beja,Ul,316.11,29.97,1.6
Beja,Oliveira de Azemeis,318.05,32.14,3.08
Beja,Elvas,113.84,14.12,2.93
Baião,Beja,350.23,36.65,0.15
Beja,Costas de Cão,137.28,16.54,0.71
Beja,Caparica,136.79,8.07,0.82
Beja,Mealhada,267.22,29.29,3.63
Beja,Cinfães,339.34,46.25,0.41
Beja,Entroncamento,169.48,12.37,4.32
Beja,Celorico de Basto,374.57,23.57,2.27
Alfena,Beja,362.33,40.81,4.53
Beja,Coruche,119.69,9.81,1.13
Beja,Piedade,134.65,19.71,3.35
Beja,Soure,237.41,32.59,1.23
Beja,Monção,453.67,28.74,4.74
Beja,Vila Real de Santo António,98.68,11.16,4.45
Amares,Beja,403.9,23.96,3.02
Beja,Camarate,142.02,20.04,2.24
Beja,Sacavém,138.76,19.98,4.13
Beja,Mangualde,287.76,40.36,2.15
Beja,Santa Iria da Azóia,141.26,12.78,1.42
Beja,São Tiago de Custoias,360.74,34.24,0.4
Beja,Parede,150.71,16.72,1.6
Beja,Lousã,235.21,13.75,0.12
Alcochete,Beja,126.28,15.61,2.99
Beja,Montemor-o-Novo,76.96,4.86,0.06
Beja,Peso da Régua,349.59,31.59,1.74
Beja,Condeixa-a-Nova,239.74,25.52,3.39
Beja,São Pedro do Sul,304.15,22.84,3.42
Beja,Sobrado de Paiva,338.21,29.04,1.74
Beja,Ponte de Sôr,137.44,10.54,1.04
Beja,Cabeceiras de Basto,388.97,27.21,2.19
Beja,Quarteira,107.01,13.82,2.54
Beja,Sertã,199.31,14.28,0.33
Batalha,Beja,200.82,26.55,5.0
Beja,Macedo de Cavaleiros,398.39,23.42,3.5
Beja,Ramada,145.3,18.46,1.25
Beja,Serpa,26.22,1.5,4.65
Beja,Castro Daire,320.36,16.49,1.41
Beja,Penacova,252.4,34.23,3.8
Beja,Moura,38.77,3.4,1.4
Beja,Sobreda,135.7,11.96,4.57
Beja,Nazaré,204.65,18.13,3.08
Beja,Grândola,64.45,5.64,2.96
Anta,Beja,338.61,21.98,4.85
Beja,Falagueira,144.9,17.02,2.47
Beja,Cadaval,174.33,18.62,0.87
Beja,Valbom,351.45,31.28,4.43
Beja,Horta,1814.52,174.23,2.89
Beja,Estremoz,94.92,7.32,3.31
Beja,Sines,88.18,6.15,0.61
Beja,São Martinho do Bispo,249.3,26.37,2.13
Beja,Valença,450.43,38.69,2.44
Beja,Gouveia,276.82,21.58,1.18
Beja,Nelas,277.74,36.62,4.95
Beja,Gafanha da Nazaré,299.85,37.82,4.89
Alcanena,Beja,174.92,25.33,3.81
Arruda dos Vinhos,Beja,150.24,11.67,4.32
Beja,Ribeira Brava,1024.27,77.14,3.26
Aldeia de Paio Pires,Beja,125.96,10.78,3.35
Beja,Fátima,191.9,28.08,0.21
Beja,Bombarral,178.96,15.2,2.64
Beja,Vila Pouca de Aguiar,385.59,37.22,0.51
Beja,Miranda do Corvo,235.02,34.1,3.93
Beja,Lamaçães,394.5,53.9,2.29
Alcácer do Sal,Beja,69.4,9.39,1.48
Beja,Vieira do Minho,402.41,27.55,3.3
Beja,Moreira,365.31,42.87,1.23
Aldoar,Beja,356.97,36.65,1.62
Beja,São Félix da Marinha,341.48,35.92,0.18
Beja,Sabugal,267.92,19.33,2.75
Beja,Mira,278.35,14.15,2.5
Beja,Sátão,302.06,17.54,3.65
Arcozelo,Beja,344.1,23.39,4.62
Beja,Sever do Vouga,303.07,39.42,0.23
Arganil,Beja,245.16,20.41,3.68
Beja,Tábua,261.5,21.29,3.41
Beja,Ponte da Barca,423.8,54.73,2.83
Beja,Eiras,251.96,13.2,4.55
Alijó,Beja,363.64,35.0,4.39
Beja,Vendas Novas,89.98,8.17,1.77
Beja,Portela,138.36,15.45,2.84
Beja,Costa de Caparica,138.86,20.56,0.33
Beja,Óbidos,187.16,19.16,4.03
Ansião,Beja,216.82,32.32,4.75
Beja,Santa Comba Dão,265.57,29.98,3.51
Beja,Calheta,1027.76,154.01,3.45
Beja,Esmoriz,333.76,45.44,1.89
Beja,São João das Lampas,165.84,14.6,1.33
Beja,Resende,342.6,48.72,3.88
Beja,Vila Frescainha,396.82,31.02,2.05
Beja,Feira,328.37,19.55,2.21
Avintes,Beja,348.3,31.04,4.54
Beja,Reguengos de Monsaraz,53.14,3.51,3.62
Beja,Oliveirinha,294.62,26.02,0.01
Beja,Valadares,348.26,17.72,4.55
Beja,São Brás de Alportel,96.02,11.09,4.49
Beja,Santo André,80.96,11.9,4.06
Beja,Murtosa,309.48,41.49,1.92
Beja,São João de Ver,331.57,47.04,2.55
Beja,Grijó,340.45,22.13,2.67
Beja,Vouzela,301.42,19.9,1.23
Beja,Montalegre,422.96,43.91,2.66
Beja,Cunha Alta,287.55,27.77,2.8
Beja,Melres,342.13,32.73,2.4
Beja,Vila Franca do Campo,1544.08,171.88,4.86
Beja,Estreito de Câmara de Lobos,1018.69,131.43,1.8
Beja,Oliveira de Frades,302.79,28.85,4.34
Beja,Ericeira,171.47,18.86,1.41
Beja,Moimenta da Beira,330.09,27.75,4.27
Beja,Sobral de Monte Agraço,157.97,13.21,0.94
Beja,Setúbal,106.34,11.6,4.5
Beja,Praia do Carvoeiro,114.7,6.47,2.02
Beja,Santa Clara,246.62,19.89,4.07
Beja,Maceira,206.54,25.18,0.25
Beja,Trancoso,310.51,22.59,2.04
Beja,Carregal do Sal,268.74,13.44,1.42
Beja,Idanha-a-Nova,218.31,32.7,4.98
Beja,Guifões,360.38,35.71,4.71
Beja,Pinhel,314.91,16.11,4.47
Beja,Mortágua,266.11,35.46,0.93
Beja,Tavarede,253.47,14.55,0.98
Aljustrel,Beja,30.62,1.57,0.38
Beja,Melgaço,456.73,61.89,0.38
Beja,Paredes de Coura,436.67,61.58,3.28
Beja,Gondizalves,394.94,55.33,3.99
Beja,Rebordosa,358.64,21.32,2.61
Beja,Vinhais,428.51,39.03,2.3
Beja,Carregado,147.05,19.31,4.44
Beja,Caxias,145.55,8.95,0.6
Almargem,Beja,153.8,7.73,1.14
Aver-o-Mar,Beja,384.19,30.17,1.77
Beja,Vila Nova de Cerveira,442.25,61.29,3.78
Beja,Ponta do Sol,1026.65,101.59,3.69
Beja,Rabo de Peixe,1556.25,205.63,1.18
Beja,Lourosa,334.8,33.26,1.66
Beja,Ferreira do Zêzere,190.58,18.52,3.67
Beja,Torre de Moncorvo,359.13,35.53,0.74
Beja,Chamusca,158.62,19.04,4.83
Agualva,Câmara de Lobos,970.13,100.53,4.04
Agualva,Angra do Heroísmo,1555.85,228.32,1.95
Agualva,Bragança,400.17,45.75,3.4
Agualva,Esposende,309.96,42.42,1.85
Agualva,Ribeira Grande,1420.84,183.59,3.34
Agualva,Ílhavo,210.29,22.89,4.92
Agualva,Lagos,193.51,27.35,1.73
Agualva,Espinho,255.01,13.1,4.33
Agualva,Charneca,19.76,1.32,4.28
Agualva,Santiago do Cacém,98.63,12.26,2.69
Agualva,Perafita,277.24,25.73,2.88
Agualva,Póvoa de Santa Iria,22.17,1.84,2.49
Agualva,Fundão,216.51,20.76,1.73
Agualva,Benavente,48.07,2.47,0.46
Agualva,Senhora da Hora,273.86,37.02,4.9
Agualva,Tondela,220.28,11.29,2.3
Agualva,Arrentela,23.27,2.2,4.37
Agualva,Massamá,2.55,0.29,3.92
Agualva,Anadia,199.07,11.2,2.49
Agualva,Águas Santas,277.73,16.24,0.09
Agualva,Estarreja,228.61,23.59,3.69
Agualva,Lamego,288.05,26.95,3.89
Agualva,Peniche,66.23,6.52,4.5
Agualva,Estoril,11.18,0.65,3.51
Agualva,Montemor-o-Velho,164.43,10.24,3.38
Agualva,Tavira,232.55,15.72,1.34
Agualva,Odemira,144.05,10.18,3.1
Agualva,Lourinhã,52.47,6.0,1.26
Agualva,Albergaria-a-Velha,224.8,25.35,1.66
Agualva,Pinhal Novo,36.95,5.11,2.11
Agualva,Portalegre,173.87,19.23,0.22
Agualva,Cartaxo,62.17,7.01,3.76
Agualva,Porto de Mós,101.12,8.92,0.05
Agualva,Pontinha,8.64,1.26,3.81
Agualva,Mirandela,351.09,33.3,1.04
Agualva,Vizela,302.41,30.8,2.95
Agualva,Almeirim,76.62,5.06,4.14
Agualva,Caniço,963.37,135.89,4.78
Agualva,São Mamede de Infesta,275.36,34.08,2.33
Agualva,Fânzeres,274.03,18.18,0.94
Agualva,Oliveira do Bairro,205.69,16.23,4.27
Agualva,Lagoa,1427.84,194.76,1.53
Agualva,Vale de Cambra,243.43,19.59,0.92
Agualva,Vagos,205.18,12.71,0.28
Agualva,Arcos de Valdevez,350.12,41.71,4.0
Agualva,Arouca,256.15,31.09,0.64
Agualva,Lordelo do Ouro,270.34,13.87,4.37
Agualva,Salvaterra de Magos,52.21,5.43,2.1
Agualva,Meixedo,404.08,60.03,0.79
Agualva,Póvoa de Lanhoso,322.74,22.29,4.03
Agualva,Machico,953.25,49.09,0.9
Agualva,Azambuja,49.89,5.94,1.48
Agualva,Seia,228.8,15.96,0.5
Agualva,São João da Madeira,246.18,23.37,0.78
Agualva,Bougado,291.65,42.18,0.79
Agualva,Cacém,0.81,0.08,0.62
Agualva,Vialonga,21.98,2.95,0.39
Agualva,Rio Maior,70.08,5.87,1.46
Agualva,Belas,3.4,0.21,3.49
Agualva,Praia da Vitória,1542.1,222.45,1.67
Agualva,Laranjeira,18.07,1.15,2.49
Agualva,Oliveira do Hospital,215.79,26.72,2.65
Agualva,Ul,237.61,23.09,3.4
Agualva,Oliveira de Azemeis,240.38,18.1,0.07
Agualva,Elvas,185.89,27.23,4.33
Agualva,Baião,287.23,17.59,2.95
Agualva,Costas de Cão,14.57,0.84,0.92
Agualva,Caparica,14.73,0.75,0.34
Agualva,Mealhada,192.81,18.89,3.86
Agualva,Cinfães,275.36,33.23,1.22
Agualva,Entroncamento,105.64,11.18,2.56
Agualva,Celorico de Basto,310.89,33.41,2.83
Agualva,Alfena,281.89,16.58,1.87
Agualva,Coruche,70.06,9.25,3.56
Agualva,Piedade,16.41,1.44,3.11
Agualva,Soure,155.35,16.89,0.95
Agualva,Monção,373.33,50.99,0.31
Agualva,Vila Real de Santo António,240.21,28.82,0.92
Agualva,Amares,328.03,48.27,1.93
Agualva,Camarate,14.27,1.28,2.55
Agualva,Sacavém,17.03,1.12,1.27
Agualva,Mangualde,242.56,32.96,3.92
Agualva,Santa Iria da Azóia,20.17,1.02,1.47
Agualva,São Tiago de Custoias,276.22,34.22,1.29
Agualva,Parede,9.9,0.84,0.2
Agualva,Lousã,174.4,21.71,0.46
Agualva,Alcochete,29.42,1.64,0.7
Agualva,Montemor-o-Novo,95.06,8.73,4.85
Agualva,Peso da Régua,295.37,25.15,1.11
Agualva,Condeixa-a-Nova,164.57,11.34,1.64
Agualva,São Pedro do Sul,243.87,16.16,2.09
Agualva,Sobrado de Paiva,267.22,25.92,4.86
Agualva,Ponte de Sôr,123.61,16.94,1.7
Agualva,Cabeceiras de Basto,324.44,41.48,3.88
Agualva,Quarteira,216.15,13.95,4.11
Agualva,Sertã,154.23,7.98,0.25
Agualva,Batalha,106.99,8.87,1.42
Agualva,Macedo de Cavaleiros,366.29,29.19,2.53
Agualva,Ramada,10.07,1.12,1.24
Agualva,Serpa,176.38,13.52,1.34
Agualva,Castro Daire,263.8,38.6,1.54
Agualva,Penacova,188.38,14.61,1.53
Agualva,Moura,175.85,9.39,1.4
Agualva,Sobreda,16.39,0.98,0.89
Agualva,Nazaré,94.3,10.63,2.7
Agualva,Grândola,91.61,8.53,2.86
Agualva,Anta,255.01,25.06,4.21
Agualva,Falagueira,6.44,0.78,0.54
Agualva,Cadaval,56.0,6.95,0.99
Agualva,Valbom,269.76,36.4,1.01
Agualva,Horta,1680.13,175.43,3.17
Agualva,Estremoz,148.81,10.51,0.34
Agualva,Sines,98.15,14.63,2.27
Agualva,São Martinho do Bispo,174.74,15.62,3.64
Agualva,Valença,366.17,40.9,0.92
Agualva,Gouveia,241.16,13.27,4.55
Agualva,Nelas,230.37,19.69,2.01
Agualva,Gafanha da Nazaré,212.82,18.86,2.41
Agualva,Alcanena,93.9,10.35,3.51
Agualva,Arruda dos Vinhos,31.09,1.74,2.47
Agualva,Ribeira Brava,974.65,54.03,2.31
Agualva,Aldeia de Paio Pires,25.03,1.26,0.71
Agualva,Fátima,109.6,7.39,1.98
Agualva,Bombarral,56.53,3.82,2.58
Agualva,Vila Pouca de Aguiar,333.03,46.17,1.63
Agualva,Miranda do Corvo,169.45,13.23,3.64
Agualva,Lamaçães,317.54,34.53,4.25
Agualva,Alcácer do Sal,81.44,5.23,4.05
Agualva,Vieira do Minho,333.05,44.39,2.47
Agualva,Moreira,280.73,23.33,1.08
Agualva,Aldoar,271.83,30.47,3.18
Agualva,São Félix da Marinha,257.92,13.79,0.52
Agualva,Sabugal,258.63,13.24,0.27
Agualva,Mira,190.37,10.73,0.36
Agualva,Sátão,256.7,15.45,2.37
Agualva,Arcozelo,259.95,37.48,2.42
Agualva,Sever do Vouga,230.43,33.19,0.32
Agualva,Arganil,193.17,19.04,3.63
Agualva,Tábua,207.96,29.51,4.03
Agualva,Ponte da Barca,345.5,42.48,1.71
Agualva,Eiras,179.92,20.61,1.74
Agualva,Alijó,318.87,39.34,4.5
Agualva,Vendas Novas,74.04,8.77,4.4
Agualva,Portela,16.37,2.2,1.73
Agualva,Costa de Caparica,14.97,1.3,0.79
Agualva,Óbidos,66.86,7.15,1.07
Agualva,Ansião,147.56,16.77,4.93
Agualva,Santa Comba Dão,206.76,30.93,0.93
Agualva,Calheta,976.5,127.14,2.99
Agualva,Esmoriz,250.03,13.29,0.1
Agualva,São João das Lampas,15.36,2.01,1.08
Agualva,Resende,283.22,42.39,2.24
Agualva,Vila Frescainha,312.49,42.3,0.23
Agualva,Feira,247.91,19.37,1.44
Agualva,Avintes,267.18,38.05,0.69
Agualva,Reguengos de Monsaraz,158.73,17.56,2.95
Agualva,Oliveirinha,212.88,23.48,4.18
Agualva,Valadares,264.09,17.8,2.53
Agualva,São Brás de Alportel,218.64,28.25,2.83
Agualva,Santo André,90.12,12.8,1.29
Agualva,Murtosa,225.59,31.98,0.33
Agualva,São João de Ver,250.75,21.46,1.32
Agualva,Grijó,258.38,20.52,4.7
Agualva,Vouzela,239.51,27.53,3.58
Agualva,Montalegre,362.54,44.54,0.88
Agualva,Cunha Alta,245.59,14.46,1.44
Agualva,Melres,266.57,24.05,2.89
Agualva,Vila Franca do Campo,1415.42,162.25,2.87
Agualva,Estreito de Câmara de Lobos,969.86,115.07,1.46
Agualva,Oliveira de Frades,238.06,13.84,2.78
Agualva,Ericeira,23.67,3.52,4.41
Agualva,Moimenta da Beira,284.67,20.15,4.98
Agualva,Sobral de Monte Agraço,30.28,2.28,0.54
Agualva,Setúbal,44.66,4.88,2.7
Agualva,Praia do Carvoeiro,199.27,14.81,0.44
Agualva,Santa Clara,174.25,23.43,2.12
Agualva,Maceira,107.75,6.72,4.28
Agualva,Trancoso,278.99,36.37,4.85
Agualva,Carregal do Sal,215.74,18.3,1.21
Agualva,Idanha-a-Nova,218.83,19.22,0.34
Agualva,Guifões,275.31,16.24,1.54
Agualva,Pinhel,294.15,25.65,1.92
Agualva,Mortágua,202.3,15.23,4.0
Agualva,Tavarede,159.89,23.76,0.55
Agualva,Aljustrel,140.14,12.96,3.91
Agualva,Melgaço,381.8,50.33,3.67
Agualva,Paredes de Coura,354.4,38.88,2.88
Agualva,Gondizalves,316.13,17.16,2.07
Agualva,Rebordosa,281.91,19.63,3.99
Agualva,Vinhais,390.67,19.77,4.21
Agualva,Carregado,39.75,2.04,1.96
Agualva,Caxias,7.89,1.1,2.09
Agualva,Almargem,8.93,0.98,3.22
Agualva,Aver-o-Mar,295.93,22.13,0.08
Agualva,Vila Nova de Cerveira,355.14,53.24,3.89
Agualva,Ponta do Sol,976.56,77.99,4.17
Agualva,Rabo de Peixe,1426.94,187.72,4.46
Agualva,Lourosa,253.96,22.43,1.6
Agualva,Ferreira do Zêzere,135.45,11.24,1.44
Agualva,Torre de Moncorvo,327.1,32.15,0.19
Agualva,Chamusca,96.4,8.2,2.39
Angra do Heroísmo,Câmara de Lobos,1141.31,120.17,1.75
Bragança,Câmara de Lobos,1359.33,71.82,3.74
Câmara de Lobos,Esposende,1223.95,62.95,4.27
Câmara de Lobos,Ribeira Grande,965.88,75.87,0.87
Câmara de Lobos,Ílhavo,1151.86,128.92,1.21
Câmara de Lobos,Lagos,904.72,48.89,3.77
Câmara de Lobos,Espinho,1187.23,161.18,1.81
Charneca,Câmara de Lobos,966.39,65.11,2.82
Câmara de Lobos,Santiago do Cacém,958.14,57.95,4.95
Câmara de Lobos,Perafita,1201.99,137.3,2.64
Câmara de Lobos,Póvoa de Santa Iria,991.42,121.54,1.97
Câmara de Lobos,Fundão,1186.43,129.77,3.29
Benavente,Câmara de Lobos,1017.13,150.24,1.1
Câmara de Lobos,Senhora da Hora,1201.37,116.09,0.66
Câmara de Lobos,Tondela,1179.55,89.33,4.17
Arrentela,Câmara de Lobos,972.38,99.83,1.98
Câmara de Lobos,Massamá,970.7,94.51,4.99
Anadia,Câmara de Lobos,1151.99,126.88,2.47
Câmara de Lobos,Águas Santas,1206.99,119.25,2.89
Câmara de Lobos,Estarreja,1169.85,153.59,0.26
Câmara de Lobos,Lamego,1241.61,92.85,3.01
Câmara de Lobos,Peniche,1010.54,54.73,1.77
Câmara de Lobos,Estoril,958.97,66.37,2.59
Câmara de Lobos,Montemor-o-Velho,1116.33,154.3,4.14
Câmara de Lobos,Tavira,985.33,101.54,3.1
Câmara de Lobos,Odemira,935.63,52.78,2.85
Câmara de Lobos,Lourinhã,1005.21,145.35,2.28
Albergaria-a-Velha,Câmara de Lobos,1170.18,101.95,4.62
Câmara de Lobos,Pinhal Novo,985.22,91.67,4.84
Câmara de Lobos,Portalegre,1134.1,145.67,0.48
Cartaxo,Câmara de Lobos,1032.25,80.43,0.85
Câmara de Lobos,Porto de Mós,1063.47,89.17,1.22
Câmara de Lobos,Pontinha,976.4,140.82,1.71
Câmara de Lobos,Mirandela,1308.93,149.32,2.44
Câmara de Lobos,Vizela,1237.21,123.29,3.79
Almeirim,Câmara de Lobos,1046.69,151.62,2.48
Caniço,Câmara de Lobos,10.96,1.52,3.69
Câmara de Lobos,São Mamede de Infesta,1204.02,99.48,1.72
Câmara de Lobos,Fânzeres,1206.23,141.28,2.04
Câmara de Lobos,Oliveira do Bairro,1154.75,72.89,4.1
Câmara de Lobos,Lagoa,966.68,107.1,2.07
Câmara de Lobos,Vale de Cambra,1187.55,126.02,0.46
Câmara de Lobos,Vagos,1147.37,86.83,2.01
Arcos de Valdevez,Câmara de Lobos,1270.49,82.23,3.77
Arouca,Câmara de Lobos,1202.93,65.16,0.1
Câmara de Lobos,Lordelo do Ouro,1198.64,112.68,3.32
Câmara de Lobos,Salvaterra de Magos,1021.73,128.09,1.73
Câmara de Lobos,Meixedo,1362.23,83.01,2.55
Câmara de Lobos,Póvoa de Lanhoso,1254.41,72.86,3.45
Câmara de Lobos,Machico,19.56,1.09,4.39
Azambuja,Câmara de Lobos,1020.02,144.56,1.97
Câmara de Lobos,Seia,1195.12,68.25,1.02
Câmara de Lobos,São João da Madeira,1185.96,150.44,3.88
Bougado,Câmara de Lobos,1219.8,82.37,3.84
Cacém,Câmara de Lobos,969.56,53.24,3.39
Câmara de Lobos,Vialonga,991.77,104.1,0.04
Câmara de Lobos,Rio Maior,1035.78,95.45,4.89
Belas,Câmara de Lobos,973.12,144.45,1.02
Câmara de Lobos,Praia da Vitória,1135.15,70.06,2.01
Câmara de Lobos,Laranjeira,971.51,134.14,3.66
Câmara de Lobos,Oliveira do Hospital,1180.95,107.49,4.54
Câmara de Lobos,Ul,1179.38,90.33,1.05
Câmara de Lobos,Oliveira de Azemeis,1182.37,123.87,4.57
Câmara de Lobos,Elvas,1123.03,81.82,3.96
Baião,Câmara de Lobos,1234.31,151.18,0.15
Costas de Cão,Câmara de Lobos,968.74,107.81,1.28
Caparica,Câmara de Lobos,969.71,83.96,4.23
Câmara de Lobos,Mealhada,1146.53,165.37,1.89
Cinfães,Câmara de Lobos,1223.32,147.85,1.77
Câmara de Lobos,Entroncamento,1075.38,65.39,2.21
Celorico de Basto,Câmara de Lobos,1254.09,97.35,0.79
Alfena,Câmara de Lobos,1212.66,82.35,1.07
Coruche,Câmara de Lobos,1034.29,101.27,2.47
Câmara de Lobos,Piedade,971.86,138.64,0.98
Câmara de Lobos,Soure,1111.52,101.78,0.93
Câmara de Lobos,Monção,1286.52,104.41,4.38
Câmara de Lobos,Vila Real de Santo António,1007.3,91.64,0.63
Amares,Câmara de Lobos,1255.53,115.14,3.03
Camarate,Câmara de Lobos,983.01,117.62,3.24
Câmara de Lobos,Sacavém,984.48,58.76,1.32
Câmara de Lobos,Mangualde,1205.53,112.11,4.47
Câmara de Lobos,Santa Iria da Azóia,989.43,130.99,3.54
Câmara de Lobos,São Tiago de Custoias,1203.29,168.75,3.18
Câmara de Lobos,Parede,960.68,64.2,2.43
Câmara de Lobos,Lousã,1138.07,169.84,4.24
Alcochete,Câmara de Lobos,991.1,70.31,0.82
Câmara de Lobos,Montemor-o-Novo,1034.02,60.05,2.58
Câmara de Lobos,Peso da Régua,1248.09,181.07,0.6
Condeixa-a-Nova,Câmara de Lobos,1122.98,161.34,3.28
Câmara de Lobos,São Pedro do Sul,1198.84,174.42,0.83
Câmara de Lobos,Sobrado de Paiva,1210.46,126.09,3.11
Câmara de Lobos,Ponte de Sôr,1089.35,77.79,2.99
Cabeceiras de Basto,Câmara de Lobos,1264.92,186.47,3.88
Câmara de Lobos,Quarteira,946.82,70.85,1.84
Câmara de Lobos,Sertã,1123.59,141.96,1.96
Batalha,Câmara de Lobos,1067.63,78.36,4.22
Câmara de Lobos,Macedo de Cavaleiros,1326.62,144.5,0.69
Câmara de Lobos,Ramada,979.59,90.1,3.91
Câmara de Lobos,Serpa,1034.54,138.33,0.37
Castro Daire,Câmara de Lobos,1218.63,78.04,2.02
Câmara de Lobos,Penacova,1148.82,133.68,2.17
Câmara de Lobos,Moura,1056.57,127.6,1.87
Câmara de Lobos,Sobreda,968.36,54.19,0.09
Câmara de Lobos,Nazaré,1048.14,103.15,2.63
Câmara de Lobos,Grândola,977.9,85.43,3.46
Anta,Câmara de Lobos,1187.84,143.33,0.15
Câmara de Lobos,Falagueira,974.01,61.13,4.26
Cadaval,Câmara de Lobos,1018.98,144.13,3.03
Câmara de Lobos,Valbom,1201.6,121.18,2.16
Câmara de Lobos,Horta,1241.04,128.9,4.79
Câmara de Lobos,Estremoz,1090.57,129.3,0.53
Câmara de Lobos,Sines,942.43,100.24,4.73
Câmara de Lobos,São Martinho do Bispo,1131.66,99.74,4.77
Câmara de Lobos,Valença,1274.71,122.72,2.7
Câmara de Lobos,Gouveia,1207.57,179.3,0.72
Câmara de Lobos,Nelas,1193.52,171.85,0.12
Câmara de Lobos,Gafanha da Nazaré,1151.73,81.28,3.22
Alcanena,Câmara de Lobos,1061.95,91.27,2.56
Arruda dos Vinhos,Câmara de Lobos,1000.95,77.93,3.16
Câmara de Lobos,Ribeira Brava,9.44,1.36,3.57
Aldeia de Paio Pires,Câmara de Lobos,974.23,64.42,2.61
Câmara de Lobos,Fátima,1074.8,55.64,3.2
Bombarral,Câmara de Lobos,1016.67,135.31,1.62
Câmara de Lobos,Vila Pouca de Aguiar,1282.87,123.93,1.79
Câmara de Lobos,Miranda do Corvo,1131.81,93.21,3.64
Câmara de Lobos,Lamaçães,1245.59,76.3,2.36
Alcácer do Sal,Câmara de Lobos,994.79,121.54,0.79
Câmara de Lobos,Vieira do Minho,1267.28,129.94,2.61
Câmara de Lobos,Moreira,1206.75,117.57,4.79
Aldoar,Câmara de Lobos,1199.12,90.93,0.14
Câmara de Lobos,São Félix da Marinha,1190.15,92.74,1.12
Câmara de Lobos,Sabugal,1228.7,154.99,0.23
Câmara de Lobos,Mira,1133.89,69.45,1.19
Câmara de Lobos,Sátão,1218.39,119.54,2.75
Arcozelo,Câmara de Lobos,1191.06,146.43,1.11
Câmara de Lobos,Sever do Vouga,1178.64,175.11,1.43
Arganil,Câmara de Lobos,1158.04,98.19,3.2
Câmara de Lobos,Tábua,1170.76,86.58,1.95
Câmara de Lobos,Ponte da Barca,1266.72,125.55,2.87
Câmara de Lobos,Eiras,1137.41,130.7,1.61
Alijó,Câmara de Lobos,1275.45,138.42,1.37
Câmara de Lobos,Vendas Novas,1019.53,82.66,2.33
Câmara de Lobos,Portela,983.25,94.12,3.23
Costa de Caparica,Câmara de Lobos,964.99,139.37,0.08
Câmara de Lobos,Óbidos,1024.05,83.7,1.59
Ansião,Câmara de Lobos,1111.52,96.57,3.48
Câmara de Lobos,Santa Comba Dão,1167.32,100.38,3.03
Calheta,Câmara de Lobos,20.91,2.57,2.51
Câmara de Lobos,Esmoriz,1183.82,157.43,3.89
Câmara de Lobos,São João das Lampas,969.82,108.12,2.88
Câmara de Lobos,Resende,1233.69,68.88,4.14
Câmara de Lobos,Vila Frescainha,1231.97,96.13,4.57
Câmara de Lobos,Feira,1185.64,91.21,2.76
Avintes,Câmara de Lobos,1200.2,109.77,4.81
Câmara de Lobos,Reguengos de Monsaraz,1067.32,59.46,0.03
Câmara de Lobos,Oliveirinha,1156.82,70.04,3.73
Câmara de Lobos,Valadares,1194.28,160.93,2.28
Câmara de Lobos,São Brás de Alportel,968.06,144.46,2.65
Câmara de Lobos,Santo André,955.52,80.09,3.53
Câmara de Lobos,Murtosa,1164.68,61.91,4.08
Câmara de Lobos,São João de Ver,1187.52,135.03,1.77
Câmara de Lobos,Grijó,1192.2,141.54,4.37
Câmara de Lobos,Vouzela,1194.02,166.32,0.77
Câmara de Lobos,Montalegre,1302.03,149.97,2.48
Cunha Alta,Câmara de Lobos,1209.6,155.6,2.32
Câmara de Lobos,Melres,1205.59,65.19,3.36
Câmara de Lobos,Vila Franca do Campo,953.6,90.14,1.02
Câmara de Lobos,Estreito de Câmara de Lobos,2.42,0.24,0.94
Câmara de Lobos,Oliveira de Frades,1190.89,71.17,2.61
Câmara de Lobos,Ericeira,977.25,100.07,0.52
Câmara de Lobos,Moimenta da Beira,1243.87,79.78,0.28
